fileName,iterations,fixed,repeated_fixes,repeated_init_spec,fst_iter_repeated_init_spec,wrong_format_msg,analyzer_agent_tokens,analyzer_agent_cost,prompt_agent_tokens,prompt_agent_cost,running_time,Error_msg
cv_inv3_21,3,YES,0,0,False,1,3511,0.0043,894,0.001,15.7
cv_inv3_35,3,YES,0,0,False,1,4755,0.0062,537,0.0006,23.54
cv_inv2_7,3,YES,0,0,False,0,4040,0.0053,1525,0.0006,20.34
cv_inv2_49,6,reached_max_iter,0,0,False,0,8039,0.0104,3352,0.0007,42.53
cv_inv1_18,5,YES,0,0,False,0,5972,0.0073,2783,0.001,27.54
cv_inv1_24,6,reached_max_iter,0,0,False,6,13185,0.0152,0,0.0,29.68
cv_inv1_25,6,reached_max_iter,0,0,False,0,7556,0.0096,2884,0.0005,36.44
cv_inv1_19,6,reached_max_iter,0,0,False,0,7160,0.0088,3460,0.0006,31.76
cv_inv2_48,6,YES,0,0,False,1,7776,0.0098,2739,0.0006,36.75
cv_inv2_60,5,YES,0,0,False,0,6570,0.0084,3263,0.0009,34.64
cv_inv2_6,6,reached_max_iter,0,0,False,6,14202,0.0165,0,0.0,31.89
cv_inv3_34,2,YES,0,0,False,1,2124,0.0025,0,0.0,6.66
cv_inv3_20,3,YES,0,0,False,1,3589,0.0044,903,0.001,14.58
cv_inv3_36,6,reached_max_iter,0,0,False,6,14001,0.0163,0,0.0,32.51
cv_inv3_22,2,YES,0,0,False,1,2198,0.0026,0,0.0,6.58
cv_inv2_4,4,YES,0,0,False,2,6433,0.008,597,0.0007,22.04
cv_inv1_27,6,reached_max_iter,0,0,False,1,7232,0.0089,3149,0.0008,31.96
cv_inv1_26,6,reached_max_iter,0,0,False,0,7637,0.0097,4844,0.0011,39.42
cv_inv2_5,5,YES,0,0,False,1,7471,0.0096,2072,0.0006,35.38
cv_inv3_23,1,YES,0,0,False,0,1218,0.0016,0,0.0,5.99
cv_inv3_37,6,reached_max_iter,0,0,False,6,13535,0.0158,0,0.0,30.9
cv_inv3_33,3,YES,0,0,False,0,4027,0.0054,1013,0.0004,23.99
cv_inv3_27,5,YES,0,0,False,3,9126,0.0111,931,0.001,31.21
cv_inv2_1,6,reached_max_iter,0,0,False,2,9164,0.0118,3299,0.0009,43.9
cv_inv1_22,6,reached_max_iter,0,0,False,1,6882,0.0083,3007,0.0009,30.86
cv_inv1_23,6,reached_max_iter,0,0,False,0,8082,0.0105,4713,0.001,44.34
cv_inv3_26,6,reached_max_iter,0,0,False,6,11592,0.0135,0,0.0,27.29
cv_inv3_32,6,reached_max_iter,0,0,False,1,7293,0.0092,3285,0.0006,33.73
cv_inv3_24,6,reached_max_iter,0,0,False,0,7237,0.0091,4353,0.0009,34.75
cv_inv3_30,6,YES,0,0,False,1,6930,0.0084,2734,0.0009,28.91
cv_inv3_18,4,YES,0,0,False,1,4924,0.0061,1860,0.0009,23.77
cv_inv2_2,4,YES,0,0,False,0,5291,0.0068,2130,0.0007,26.53
cv_inv2_58,3,YES,0,0,False,0,4050,0.0053,1920,0.0011,23.91
cv_inv1_21,6,reached_max_iter,0,0,False,0,7525,0.0095,3658,0.0006,40.25
cv_inv1_20,4,YES,0,0,False,0,4752,0.0059,2358,0.0008,22.04
cv_inv2_59,6,reached_max_iter,0,0,False,0,7914,0.0101,4514,0.0011,44.73
cv_inv2_3,3,YES,0,0,False,1,3637,0.0045,963,0.001,15.78
cv_inv3_19,4,YES,0,0,False,0,5050,0.0065,2164,0.0009,24.18
cv_inv3_31,4,YES,0,0,False,1,4876,0.0061,1856,0.001,23.09
cv_inv3_25,2,YES,0,0,False,0,2555,0.0033,910,0.001,13.25
cv_inv3_42,6,reached_max_iter,0,0,False,1,7220,0.0089,2491,0.0004,30.78
cv_inv2_16,3,YES,0,0,False,0,3960,0.0051,1685,0.0009,22.74
cv_inv1_6,6,reached_max_iter,0,0,False,2,8292,0.0104,3018,0.0011,41.17
cv_inv3_4,6,reached_max_iter,0,0,False,6,10753,0.0122,0,0.0,25.24
cv_inv3_5,2,YES,0,0,False,1,2170,0.0026,0,0.0,5.76
cv_inv1_7,2,YES,0,0,False,1,3080,0.0039,0,0.0,13.41
cv_inv2_17,6,reached_max_iter,0,0,False,6,14261,0.0165,0,0.0,33.12
cv_inv3_43,2,YES,0,0,False,0,2456,0.0032,917,0.001,11.82
cv_inv3_41,6,reached_max_iter,0,0,False,1,6990,0.0087,3527,0.0009,35.7
cv_inv2_15,4,YES,0,0,False,0,5217,0.0067,2700,0.0009,27.69
cv_inv2_29,6,reached_max_iter,0,0,False,0,7808,0.01,3995,0.0007,43.7
cv_inv1_5,6,reached_max_iter,0,0,False,6,13731,0.016,0,0.0,34.43
cv_inv3_7,4,YES,0,0,False,1,5854,0.0076,1320,0.0007,31.79
cv_inv3_6,2,YES,0,0,False,0,2529,0.0033,886,0.001,13.3
cv_inv1_4,6,YES,0,0,False,1,7275,0.009,3245,0.0006,35.94
cv_inv2_28,2,YES,0,0,False,1,2236,0.0026,0,0.0,6.1
cv_inv2_14,2,YES,0,0,False,1,2288,0.0027,0,0.0,8.88
cv_inv3_40,2,YES,0,0,False,0,2420,0.0031,861,0.0009,13.71
cv_inv3_50,6,reached_max_iter,0,0,False,1,7186,0.0088,3835,0.0011,31.99
cv_inv3_44,2,YES,0,0,False,1,2188,0.0026,0,0.0,6.58
cv_inv2_38,6,reached_max_iter,0,0,False,6,14628,0.0171,0,0.0,37.93
cv_inv2_10,6,reached_max_iter,0,0,False,1,7593,0.0095,3158,0.0009,41.25
cv_inv3_2,3,YES,0,0,False,1,3240,0.0038,237,0.0003,11.43
cv_inv3_3,2,YES,0,0,False,0,2917,0.004,676,0.0008,18.4
cv_inv1_1,6,reached_max_iter,0,0,False,1,7134,0.0086,3427,0.0008,31.48
cv_inv2_11,3,YES,0,0,False,0,4302,0.0058,1018,0.0006,25.46
cv_inv2_39,2,YES,0,0,False,1,2268,0.0027,0,0.0,6.54
cv_inv3_45,6,reached_max_iter,0,0,False,1,7102,0.0089,3243,0.0006,39.54
cv_inv3_51,6,reached_max_iter,0,0,False,1,7032,0.0087,3747,0.001,32.77
cv_inv3_47,6,reached_max_iter,0,0,False,1,7008,0.0086,3666,0.001,35.12
cv_inv2_13,2,YES,0,0,False,1,2266,0.0027,0,0.0,6.7
cv_inv1_3,5,YES,0,0,False,1,6298,0.0079,2564,0.0006,30.85
cv_inv3_1,6,reached_max_iter,0,0,False,6,11688,0.0136,0,0.0,36.3
cv_inv1_2,6,reached_max_iter,0,0,False,0,7891,0.0102,4210,0.0007,47.7
cv_inv2_12,6,reached_max_iter,0,0,False,0,8297,0.0109,2818,0.0006,48.36
cv_inv3_46,3,YES,0,0,False,1,3529,0.0043,898,0.0009,14.33
cv_inv2_37,2,YES,0,0,False,1,2248,0.0026,0,0.0,6.58
cv_inv2_23,2,YES,0,0,False,1,2270,0.0027,0,0.0,6.43
cv_inv2_22,6,reached_max_iter,0,0,False,1,8108,0.0102,2950,0.0011,41.15
cv_inv2_36,6,YES,0,0,False,1,7368,0.009,3347,0.001,38.23
cv_inv3_48,4,YES,0,0,False,0,5388,0.0071,1916,0.001,32.46
cv_inv2_20,6,reached_max_iter,0,0,False,5,7446,0.0083,512,0.0006,17.73
cv_inv2_34,3,YES,0,0,False,0,3757,0.0048,1261,0.0004,17.85
cv_inv2_35,6,reached_max_iter,0,0,False,1,7741,0.0097,3715,0.0008,42.45
cv_inv2_21,6,reached_max_iter,0,0,False,1,8370,0.0111,3850,0.0008,51.03
cv_inv3_49,6,reached_max_iter,0,0,False,6,11742,0.0137,0,0.0,31.72
cv_inv2_19,2,YES,0,0,False,0,2717,0.0035,912,0.001,16.17
cv_inv2_25,6,reached_max_iter,0,0,False,1,7775,0.0098,3879,0.001,46.75
cv_inv2_31,6,reached_max_iter,0,0,False,0,8265,0.0107,3215,0.0008,53.43
cv_inv1_9,6,reached_max_iter,0,0,False,0,7676,0.0098,2068,0.0003,54.0
cv_inv1_8,6,reached_max_iter,0,0,False,0,8028,0.0105,3953,0.0009,58.56
cv_inv2_30,4,YES,0,0,False,1,5685,0.0072,1116,0.0007,30.02
cv_inv2_24,6,YES,0,0,False,0,8305,0.0109,3482,0.0007,55.44
cv_inv2_18,2,YES,0,0,False,1,2308,0.0027,0,0.0,7.64
cv_inv2_32,5,YES,0,0,False,0,6623,0.0085,2670,0.0009,41.54
cv_inv2_26,2,YES,0,0,False,1,2270,0.0027,0,0.0,6.47
cv_inv3_8,6,reached_max_iter,0,0,False,6,11664,0.0136,0,0.0,34.75
cv_inv3_9,6,reached_max_iter,0,0,False,0,7806,0.0102,3756,0.001,51.33
cv_inv2_27,3,YES,0,0,False,0,3831,0.0048,980,0.0006,22.23
cv_inv2_33,2,YES,0,0,False,0,2994,0.0041,704,0.0008,21.46
cv_inv3_28,6,reached_max_iter,0,0,False,1,7060,0.0088,3634,0.0009,39.15
cv_inv3_14,3,YES,0,0,False,1,3197,0.0038,236,0.0003,12.67
cv_inv2_54,4,YES,0,0,False,1,5493,0.0071,1485,0.0011,33.42
cv_inv2_40,4,YES,0,0,False,0,5288,0.0068,1963,0.0009,32.33
cv_inv1_11,6,reached_max_iter,0,0,False,0,7657,0.0098,4171,0.001,50.29
cv_inv1_10,6,reached_max_iter,0,0,False,1,7563,0.0096,3782,0.001,42.66
cv_inv2_41,2,YES,0,0,False,1,2286,0.0027,0,0.0,9.0
cv_inv2_55,6,YES,0,0,False,2,8594,0.0109,1451,0.0006,47.34
cv_inv3_15,6,reached_max_iter,0,0,False,1,7272,0.009,3336,0.0006,41.4
cv_inv3_29,2,YES,0,0,False,1,2174,0.0026,0,0.0,7.22
cv_inv3_17,6,reached_max_iter,0,0,False,1,7438,0.0092,3723,0.001,42.22
cv_inv2_43,2,YES,0,0,False,1,2320,0.0028,0,0.0,8.46
cv_inv2_57,2,YES,0,0,False,0,2663,0.0035,951,0.001,18.39
cv_inv1_12,6,reached_max_iter,0,0,False,2,8819,0.0116,2432,0.001,57.46
cv_inv1_13,6,reached_max_iter,0,0,False,2,8489,0.0106,2245,0.0009,43.76
cv_inv2_56,6,reached_max_iter,0,0,False,1,7376,0.009,3197,0.001,39.2
cv_inv2_42,3,YES,0,0,False,0,3801,0.0048,776,0.0006,20.96
cv_inv3_16,6,reached_max_iter,0,0,False,6,10950,0.0127,0,0.0,29.46
cv_inv3_12,5,YES,0,0,False,1,6108,0.0076,2773,0.001,31.34
cv_inv2_8,3,YES,0,0,False,1,4329,0.0055,505,0.0005,21.32
cv_inv2_46,6,reached_max_iter,0,0,False,0,7931,0.0102,3482,0.0006,46.04
cv_inv2_52,6,reached_max_iter,0,0,False,1,8335,0.0105,2476,0.0004,42.53
cv_inv1_16,6,reached_max_iter,0,0,False,0,7706,0.0099,4809,0.001,50.73
cv_inv2_53,6,reached_max_iter,0,0,False,1,7904,0.0101,4005,0.0011,46.93
cv_inv2_47,6,reached_max_iter,0,0,False,1,7675,0.0096,2615,0.0006,38.87
cv_inv2_9,6,reached_max_iter,0,0,False,1,7515,0.0093,2174,0.0006,42.19
cv_inv3_13,6,reached_max_iter,0,0,False,0,7616,0.0097,4788,0.0011,48.84
cv_inv3_11,6,reached_max_iter,0,0,False,1,6813,0.0084,2449,0.0004,33.63
cv_inv3_39,2,YES,0,0,False,0,2524,0.0033,879,0.0009,14.4
cv_inv2_51,2,YES,0,0,False,0,2409,0.003,242,0.0003,10.06
cv_inv2_45,6,reached_max_iter,0,0,False,0,7811,0.0099,3048,0.0008,45.59
cv_inv1_14,6,reached_max_iter,0,0,False,1,7025,0.0085,2827,0.0008,35.54
cv_inv1_15,2,YES,0,0,False,1,3082,0.0039,0,0.0,14.68
cv_inv2_44,2,YES,0,0,False,0,2574,0.0033,892,0.001,12.85
cv_inv2_50,6,reached_max_iter,0,0,False,1,8641,0.0112,2769,0.0006,51.31
cv_inv3_38,5,YES,0,0,False,1,5769,0.0071,2103,0.0009,29.53
cv_inv3_10,6,reached_max_iter,0,0,False,6,14258,0.0166,0,0.0,43.42
classroom_inv1_6,6,reached_max_iter,0,0,False,6,24557,0.0285,0,0.0,60.62
classroom_inv3_4,5,YES,0,1,False,0,15265,0.0221,5869,0.0021,101.39
classroom_inv4_17,6,reached_max_iter,0,0,False,1,18699,0.0264,7415,0.0021,137.57
classroom_inv3_22,6,reached_max_iter,0,1,True,1,15657,0.0211,4258,0.0019,81.0
classroom_inv3_23,6,reached_max_iter,0,0,False,2,14174,0.0182,5727,0.0024,66.62
classroom_inv4_16,6,reached_max_iter,0,0,False,6,29852,0.0353,0,0.0,84.43
classroom_inv3_5,6,reached_max_iter,0,0,False,1,13459,0.0167,4569,0.0016,56.4
classroom_inv1_7,6,reached_max_iter,0,1,False,0,15663,0.0213,5368,0.0007,81.27
classroom_inv1_5,6,reached_max_iter,0,0,False,6,29831,0.0353,0,0.0,69.01
classroom_inv3_7,6,reached_max_iter,0,0,False,6,36234,0.0436,0,0.0,94.73
classroom_inv4_14,6,YES,0,0,False,1,17104,0.0232,4952,0.0002,76.97
classroom_inv3_21,6,reached_max_iter,0,0,False,6,29878,0.0354,0,0.0,74.65
classroom_inv4_28,6,reached_max_iter,0,0,False,6,29864,0.0354,0,0.0,81.33
classroom_inv3_20,2,YES,0,0,False,0,6240,0.0092,1960,0.002,45.09
classroom_inv4_29,6,reached_max_iter,0,0,False,6,29804,0.0353,0,0.0,84.11
classroom_inv4_15,6,reached_max_iter,0,0,False,0,18132,0.0262,9583,0.0014,180.38
classroom_inv3_6,6,reached_max_iter,0,1,False,1,16943,0.0238,6243,0.0021,104.1
classroom_inv1_4,6,reached_max_iter,0,0,False,1,16033,0.022,9112,0.0024,91.63
classroom_inv3_2,6,reached_max_iter,0,0,False,0,18139,0.0261,8400,0.0019,117.56
classroom_inv3_24,6,reached_max_iter,0,0,False,0,18863,0.0277,9648,0.002,129.64
classroom_inv4_11,6,reached_max_iter,0,0,False,1,18746,0.0265,7399,0.002,123.4
classroom_inv3_18,6,reached_max_iter,0,0,False,0,17818,0.0255,9001,0.0013,117.29
classroom_inv4_10,6,reached_max_iter,0,0,False,0,18136,0.0261,9341,0.002,111.35
